#dtstart,2019-07-30 15:00:25.922
Time,VOLT,Event
0.122,0.30672,,
0.123,0.312214,,
0.123,0.315876,,
0.124,0.317707,,
0.124,0.315876,,
0.124,0.314045,,
0.125,0.317707,,
0.125,0.32137,,
0.126,0.326863,,
0.126,0.330526,,
0.126,0.332357,,
0.127,0.328694,,
0.127,0.325032,,
0.128,0.326863,,
0.128,0.328694,,
0.128,0.323201,,
0.129,0.317707,,
0.129,0.317707,,
0.130,0.32137,,
0.130,0.32137,,
0.130,0.314045,,
0.131,0.304889,,
0.131,0.301227,,
0.132,0.301227,,
0.132,0.303058,,
0.132,0.30672,,
0.133,0.30672,,
0.133,0.308552,,
0.134,0.310383,,
0.134,0.310383,,
0.134,0.308552,,
0.135,0.312214,,
0.135,0.314045,,
0.136,0.314045,,
0.136,0.315876,,
0.136,0.317707,,
0.137,0.32137,,
0.137,0.323201,,
0.138,0.323201,,
0.138,0.319539,,
0.138,0.315876,,
0.139,0.312214,,
0.139,0.314045,,
0.140,0.323201,,
0.140,0.328694,,
0.140,0.328694,,
0.141,0.326863,,
0.141,0.325032,,
0.142,0.323201,,
0.142,0.325032,,
0.142,0.326863,,
0.143,0.330526,,
0.143,0.330526,,
0.144,0.323201,,
0.144,0.315876,,
0.144,0.314045,,
0.145,0.314045,,
0.145,0.312214,,
0.146,0.308552,,
0.146,0.303058,,
0.146,0.299396,,
0.147,0.295733,,
0.147,0.295733,,
0.148,0.301227,,
0.148,0.30672,,
0.148,0.308552,,
0.149,0.310383,,
0.149,0.310383,,
0.150,0.312214,,
0.150,0.312214,,
0.150,0.312214,,
0.151,0.314045,,
0.151,0.319539,,
0.152,0.32137,,
0.152,0.32137,,
0.152,0.319539,,
0.153,0.317707,,
0.153,0.315876,,
0.154,0.319539,,
0.154,0.323201,,
0.154,0.325032,,
0.155,0.325032,,
0.155,0.32137,,
0.156,0.317707,,
0.156,0.314045,,
0.156,0.312214,,
0.157,0.314045,,
0.157,0.319539,,
0.158,0.325032,,
0.158,0.328694,,
0.158,0.326863,,
0.159,0.326863,,
0.159,0.326863,,
0.160,0.323201,,
0.160,0.319539,,
0.160,0.315876,,
0.161,0.312214,,
0.161,0.310383,,
0.162,0.312214,,
0.162,0.310383,,
0.162,0.308552,,
0.163,0.304889,,
0.163,0.303058,,
0.164,0.303058,,
0.164,0.30672,,
0.164,0.308552,,
0.165,0.30672,,
0.165,0.30672,,
0.166,0.308552,,
0.166,0.310383,,
0.166,0.308552,,
0.167,0.308552,,
0.167,0.308552,,
0.168,0.308552,,
0.168,0.308552,,
0.168,0.308552,,
0.169,0.314045,,
0.169,0.317707,,
0.170,0.317707,,
0.170,0.312214,,
0.170,0.310383,,
0.171,0.310383,,
0.171,0.312214,,
0.172,0.315876,,
0.172,0.315876,,
0.172,0.312214,,
0.173,0.312214,,
0.173,0.314045,,
0.174,0.314045,,
0.174,0.314045,,
0.174,0.315876,,
0.175,0.319539,,
0.175,0.319539,,
0.176,0.315876,,
0.176,0.310383,,
0.176,0.310383,,
0.177,0.315876,,
0.177,0.323201,,
0.178,0.323201,,
0.178,0.323201,,
0.178,0.32137,,
0.179,0.319539,,
0.179,0.319539,,
0.180,0.319539,,
0.180,0.32137,,
0.180,0.323201,,
0.181,0.323201,,
0.181,0.315876,,
0.182,0.310383,,
0.182,0.308552,,
0.182,0.308552,,
0.183,0.30672,,
0.183,0.303058,,
0.184,0.301227,,
0.184,0.303058,,
0.184,0.303058,,
0.185,0.30672,,
0.185,0.312214,,
0.186,0.314045,,
0.186,0.312214,,
0.186,0.312214,,
0.187,0.312214,,
0.187,0.312214,,
0.188,0.308552,,
0.188,0.30672,,
0.188,0.30672,,
0.189,0.308552,,
0.189,0.310383,,
0.190,0.310383,,
0.190,0.30672,,
0.190,0.303058,,
0.191,0.308552,,
0.191,0.314045,,
0.192,0.317707,,
0.192,0.319539,,
0.192,0.323201,,
0.193,0.326863,,
0.193,0.328694,,
0.194,0.328694,,
0.194,0.328694,,
0.194,0.328694,,
0.195,0.328694,,
0.195,0.326863,,
0.196,0.325032,,
0.196,0.325032,,
0.196,0.326863,,
0.197,0.323201,,
0.197,0.317707,,
0.198,0.314045,,
0.198,0.312214,,
0.198,0.314045,,
0.199,0.314045,,
0.199,0.308552,,
0.200,0.304889,,
0.200,0.304889,,
0.200,0.303058,,
0.201,0.301227,,
0.201,0.301227,,
0.202,0.303058,,
0.202,0.304889,,
0.202,0.303058,,
0.203,0.304889,,
0.203,0.30672,,
0.204,0.308552,,
0.204,0.308552,,
0.204,0.30672,,
0.205,0.30672,,
0.205,0.308552,,
0.206,0.310383,,
0.206,0.308552,,
0.206,0.310383,,
0.207,0.314045,,
0.207,0.315876,,
0.208,0.319539,,
0.208,0.319539,,
0.208,0.32137,,
0.209,0.326863,,
0.209,0.328694,,
0.210,0.325032,,
0.210,0.32137,,
0.210,0.323201,,
0.211,0.326863,,
0.211,0.328694,,
0.212,0.328694,,
0.212,0.326863,,
0.212,0.323201,,
0.213,0.317707,,
0.213,0.312214,,
0.214,0.308552,,
0.214,0.308552,,
0.214,0.310383,,
0.215,0.310383,,
0.215,0.308552,,
0.216,0.308552,,
0.216,0.308552,,
0.216,0.314045,,
0.217,0.317707,,
0.217,0.319539,,
0.218,0.319539,,
0.218,0.32137,,
0.218,0.319539,,
0.219,0.319539,,
0.219,0.317707,,
0.220,0.319539,,
0.220,0.32137,,
0.220,0.323201,,
0.221,0.323201,,
0.221,0.319539,,
0.222,0.315876,,
0.222,0.315876,,
0.222,0.312214,,
0.223,0.310383,,
0.223,0.312214,,
0.224,0.315876,,
0.224,0.315876,,
0.224,0.310383,,
0.225,0.304889,,
0.225,0.303058,,
0.226,0.304889,,
0.226,0.304889,,
0.226,0.30672,,
0.227,0.308552,,
0.227,0.310383,,
0.228,0.30672,,
0.228,0.30672,,
0.228,0.312214,,
0.229,0.315876,,
0.229,0.315876,,
0.230,0.317707,,
0.230,0.319539,,
0.230,0.319539,,
0.231,0.317707,,
0.231,0.317707,,
0.232,0.319539,,
0.232,0.32137,,
0.232,0.323201,,
0.233,0.323201,,
0.233,0.326863,,
0.234,0.328694,,
0.234,0.325032,,
0.234,0.319539,,
0.235,0.317707,,
0.235,0.317707,,
0.236,0.315876,,
0.236,0.314045,,
0.236,0.312214,,
0.237,0.310383,,
0.237,0.30672,,
0.238,0.30672,,
0.238,0.308552,,
0.238,0.304889,,
0.239,0.303058,,
0.239,0.30672,,
0.240,0.312214,,
0.240,0.315876,,
0.240,0.319539,,
0.241,0.32137,,
0.241,0.319539,,
0.242,0.319539,,
0.242,0.315876,,
0.242,0.310383,,
0.243,0.304889,,
0.243,0.304889,,
0.244,0.310383,,
0.244,0.312214,,
0.244,0.310383,,
0.245,0.30672,,
0.245,0.30672,,
0.246,0.304889,,
0.246,0.304889,,
0.246,0.304889,,
0.247,0.301227,,
0.247,0.301227,,
0.248,0.30672,,
0.248,0.310383,,
0.248,0.308552,,
0.249,0.308552,,
0.249,0.308552,,
0.250,0.308552,,
0.250,0.308552,,
0.250,0.312214,,
0.251,0.314045,,
0.251,0.315876,,
0.252,0.319539,,
0.252,0.319539,,
0.252,0.315876,,
0.253,0.315876,,
0.253,0.319539,,
0.254,0.323201,,
0.254,0.323201,,
0.254,0.323201,,
0.255,0.325032,,
0.255,0.325032,,
0.256,0.323201,,
0.256,0.32137,,
0.256,0.319539,,
0.257,0.319539,,
0.257,0.319539,,
0.258,0.319539,,
0.258,0.319539,,
0.258,0.32137,,
0.259,0.319539,,
0.259,0.315876,,
0.260,0.314045,,
0.260,0.317707,,
0.260,0.32137,,
0.261,0.32137,,
0.261,0.317707,,
0.262,0.312214,,
0.262,0.30672,,
0.262,0.304889,,
0.263,0.304889,,
0.263,0.30672,,
0.264,0.308552,,
0.264,0.308552,,
0.264,0.308552,,
0.265,0.310383,,
0.265,0.312214,,
0.266,0.310383,,
0.266,0.310383,,
0.266,0.308552,,
0.267,0.30672,,
0.267,0.30672,,
0.268,0.308552,,
0.268,0.314045,,
0.268,0.317707,,
0.269,0.317707,,
0.269,0.314045,,
0.270,0.312214,,
0.270,0.312214,,
0.270,0.312214,,
0.271,0.308552,,
0.271,0.303058,,
0.272,0.299396,,
0.272,0.303058,,
0.272,0.30672,,
0.273,0.30672,,
0.273,0.30672,,
0.274,0.30672,,
0.274,0.308552,,
0.274,0.308552,,
0.275,0.30672,,
0.275,0.30672,,
0.276,0.310383,,
0.276,0.312214,,
0.276,0.312214,,
0.277,0.310383,,
0.277,0.308552,,
0.278,0.308552,,
0.278,0.312214,,
0.278,0.315876,,
0.279,0.319539,,
0.279,0.319539,,
0.280,0.325032,,
0.280,0.330526,,
0.280,0.330526,,
0.281,0.328694,,
0.281,0.326863,,
0.282,0.323201,,
0.282,0.32137,,
0.282,0.319539,,
0.283,0.32137,,
0.283,0.323201,,
0.284,0.323201,,
0.284,0.323201,,
0.284,0.325032,,
0.285,0.326863,,
0.285,0.325032,,
0.286,0.323201,,
0.286,0.323201,,
0.286,0.325032,,
0.287,0.326863,,
0.287,0.328694,,
0.288,0.332357,,
0.288,0.334188,,
0.288,0.336019,,
0.289,0.336019,,
0.289,0.336019,,
0.290,0.33785,,
0.290,0.33785,,
0.290,0.336019,,
0.291,0.332357,,
0.291,0.328694,,
0.292,0.323201,,
0.292,0.312214,,
0.292,0.304889,,
0.293,0.297565,,
0.293,0.29024,,
0.294,0.281084,,
0.294,0.275591,,
0.294,0.266435,,
0.295,0.253617,,
0.295,0.240798,,
0.296,0.233474,,
0.296,0.231643,,
0.296,0.231643,,
0.297,0.231643,,
0.297,0.231643,,
0.298,0.235305,,
0.298,0.24263,,
0.298,0.253617,,
0.299,0.262772,,
0.299,0.270097,,
0.300,0.279253,,
0.300,0.29024,,
0.300,0.30672,,
0.301,0.323201,,
0.301,0.336019,,
0.302,0.348837,,
0.302,0.359824,,
0.302,0.370811,,
0.303,0.378136,,
0.303,0.383629,,
0.304,0.387292,,
0.304,0.389123,,
0.304,0.389123,,
0.305,0.389123,,
0.305,0.387292,,
0.306,0.385461,,
0.306,0.383629,,
0.306,0.381798,,
0.307,0.378136,,
0.307,0.374474,,
0.308,0.372642,,
0.308,0.36898,,
0.308,0.365318,,
0.309,0.354331,,
0.309,0.341513,,
0.310,0.328694,,
0.310,0.32137,,
0.310,0.317707,,
0.311,0.315876,,
0.311,0.314045,,
0.312,0.308552,,
0.312,0.301227,,
0.312,0.293902,,
0.313,0.29024,,
0.313,0.286578,,
0.314,0.282915,,
0.314,0.277422,,
0.314,0.273759,,
0.315,0.270097,,
0.315,0.270097,,
0.316,0.273759,,
0.316,0.281084,,
0.316,0.281084,,
0.317,0.273759,,
0.317,0.268266,,
0.318,0.264604,,
0.318,0.262772,,
0.318,0.266435,,
0.319,0.273759,,
0.319,0.277422,,
0.320,0.284746,,
0.320,0.29024,,
0.320,0.292071,,
0.321,0.295733,,
0.321,0.301227,,
0.322,0.308552,,
0.322,0.315876,,
0.322,0.319539,,
0.323,0.325032,,
0.323,0.328694,,
0.324,0.332357,,
0.324,0.334188,,
0.324,0.336019,,
0.325,0.33785,,
0.325,0.343344,,
0.326,0.347006,,
0.326,0.347006,,
0.326,0.348837,,
0.327,0.350668,,
0.327,0.348837,,
0.328,0.347006,,
0.328,0.348837,,
0.328,0.3525,,
0.329,0.3525,,
0.329,0.354331,,
0.330,0.354331,,
0.330,0.3525,,
0.330,0.347006,,
0.331,0.345175,,
0.331,0.343344,,
0.332,0.33785,,
0.332,0.330526,,
0.332,0.323201,,
0.333,0.319539,,
0.333,0.312214,,
0.334,0.304889,,
0.334,0.303058,,
0.334,0.301227,,
0.335,0.293902,,
0.335,0.284746,,
0.336,0.279253,,
0.336,0.279253,,
0.336,0.281084,,
0.337,0.281084,,
0.337,0.277422,,
0.338,0.275591,,
0.338,0.273759,,
0.338,0.271928,,
0.339,0.273759,,
0.339,0.277422,,
0.340,0.282915,,
0.340,0.284746,,
0.340,0.286578,,
0.341,0.286578,,
0.341,0.293902,,
0.342,0.304889,,
0.342,0.314045,,
0.342,0.319539,,
0.343,0.323201,,
0.343,0.325032,,
0.344,0.325032,,
0.344,0.326863,,
0.344,0.328694,,
0.345,0.330526,,
0.345,0.334188,,
0.346,0.334188,,
0.346,0.334188,,
0.346,0.336019,,
0.347,0.339681,,
0.347,0.339681,,
0.348,0.33785,,
0.348,0.334188,,
0.348,0.330526,,
0.349,0.326863,,
0.349,0.323201,,
0.350,0.32137,,
0.350,0.32137,,
0.350,0.323201,,
0.351,0.325032,,
0.351,0.323201,,
0.352,0.317707,,
0.352,0.312214,,
0.352,0.310383,,
0.353,0.30672,,
0.353,0.30672,,
0.354,0.30672,,
0.354,0.308552,,
0.354,0.308552,,
0.355,0.30672,,
0.355,0.30672,,
0.356,0.304889,,
0.356,0.304889,,
0.356,0.304889,,
0.357,0.303058,,
0.357,0.303058,,
0.358,0.303058,,
0.358,0.299396,,
0.358,0.299396,,
0.359,0.299396,,
0.359,0.297565,,
0.360,0.297565,,
0.360,0.303058,,
0.360,0.30672,,
0.361,0.30672,,
0.361,0.30672,,
0.362,0.310383,,
0.362,0.315876,,
0.362,0.317707,,
0.363,0.317707,,
0.363,0.315876,,
0.364,0.312214,,
0.364,0.312214,,
0.364,0.314045,,
0.365,0.317707,,
0.365,0.32137,,
0.366,0.323201,,
0.366,0.317707,,
0.366,0.314045,,
0.367,0.314045,,
0.367,0.317707,,
0.368,0.32137,,
0.368,0.319539,,
0.368,0.319539,,
0.369,0.317707,,
0.369,0.317707,,
0.370,0.315876,,
0.370,0.315876,,
0.370,0.315876,,
0.371,0.314045,,
0.371,0.312214,,
0.372,0.310383,,
0.372,0.304889,,
0.372,0.303058,,
0.373,0.30672,,
0.373,0.312214,,
0.374,0.314045,,
0.374,0.314045,,
0.374,0.312214,,
0.375,0.310383,,
0.375,0.30672,,
0.376,0.30672,,
0.376,0.30672,,
0.376,0.312214,,
0.377,0.317707,,
0.377,0.323201,,
0.378,0.319539,,
0.378,0.314045,,
0.378,0.317707,,
0.379,0.325032,,
0.379,0.330526,,
0.380,0.328694,,
0.380,0.325032,,
0.380,0.326863,,
0.381,0.332357,,
0.381,0.334188,,
0.382,0.332357,,
0.382,0.328694,,
0.382,0.325032,,
0.383,0.323201,,
0.383,0.323201,,
0.384,0.323201,,
0.384,0.326863,,
0.384,0.325032,,
0.385,0.319539,,
0.385,0.314045,,
0.386,0.315876,,
0.386,0.315876,,
0.386,0.315876,,
0.387,0.317707,,
0.387,0.315876,,
0.388,0.312214,,
0.388,0.314045,,
0.388,0.317707,,
0.389,0.319539,,
0.389,0.315876,,
0.390,0.30672,,
0.390,0.304889,,
0.390,0.30672,,
0.391,0.312214,,
0.391,0.315876,,
0.392,0.315876,,
0.392,0.314045,,
0.392,0.314045,,
0.393,0.312214,,
0.393,0.310383,,
0.394,0.30672,,
0.394,0.304889,,
0.394,0.304889,,
0.395,0.30672,,
0.395,0.308552,,
0.396,0.310383,,
0.396,0.308552,,
0.396,0.308552,,
0.397,0.308552,,
0.397,0.308552,,
0.398,0.30672,,
0.398,0.30672,,
0.398,0.310383,,
0.399,0.310383,,
0.399,0.308552,,
0.400,0.30672,,
0.400,0.312214,,
0.400,0.319539,,
0.401,0.323201,,
0.401,0.323201,,
0.402,0.323201,,
0.402,0.323201,,
0.402,0.32137,,
0.403,0.319539,,
0.403,0.315876,,
0.404,0.312214,,
0.404,0.312214,,
0.404,0.310383,,
0.405,0.308552,,
0.405,0.30672,,
0.406,0.30672,,
0.406,0.30672,,
0.406,0.30672,,
0.407,0.30672,,
0.407,0.30672,,
0.408,0.308552,,
0.408,0.314045,,
0.408,0.315876,,
0.409,0.315876,,
0.409,0.317707,,
0.410,0.319539,,
0.410,0.32137,,
0.410,0.319539,,
0.411,0.319539,,
0.411,0.32137,,
0.412,0.323201,,
0.412,0.32137,,
0.412,0.319539,,
0.413,0.317707,,
0.413,0.312214,,
0.414,0.308552,,
0.414,0.308552,,
0.414,0.310383,,
0.415,0.308552,,
0.415,0.30672,,
0.416,0.308552,,
0.416,0.308552,,
0.416,0.304889,,
0.417,0.30672,,
0.417,0.308552,,
0.418,0.308552,,
0.418,0.310383,,
0.418,0.314045,,
0.419,0.315876,,
0.419,0.317707,,
0.420,0.319539,,
0.420,0.32137,,
0.420,0.32137,,
0.421,0.32137,,
0.421,0.32137,,
0.422,0.319539,,
0.422,0.319539,,
0.422,0.317707,,
0.423,0.317707,,
0.423,0.317707,,
0.424,0.317707,,
0.424,0.315876,,
0.424,0.315876,,
0.425,0.315876,,
0.425,0.315876,,
0.426,0.315876,,
0.426,0.314045,,
0.426,0.310383,,
0.427,0.310383,,
0.427,0.312214,,
0.428,0.315876,,
0.428,0.319539,,
0.428,0.323201,,
0.429,0.325032,,
0.429,0.326863,,
0.430,0.328694,,
0.430,0.328694,,
0.430,0.326863,,
0.431,0.326863,,
0.431,0.326863,,
0.432,0.326863,,
0.432,0.328694,,
0.432,0.328694,,
0.433,0.325032,,
0.433,0.323201,,
0.434,0.319539,,
0.434,0.315876,,
0.434,0.312214,,
0.435,0.312214,,
0.435,0.312214,,
0.436,0.312214,,
0.436,0.308552,,
0.436,0.308552,,
0.437,0.314045,,
0.437,0.317707,,
0.438,0.317707,,
0.438,0.317707,,
0.438,0.317707,,
0.439,0.317707,,
0.439,0.315876,,
0.440,0.310383,,
0.440,0.30672,,
0.440,0.304889,,
0.441,0.303058,,
0.441,0.299396,,
0.442,0.293902,,
0.442,0.29024,,
0.442,0.29024,,
0.443,0.29024,,
0.443,0.288409,,
0.444,0.288409,,
0.444,0.29024,,
0.444,0.293902,,
0.445,0.297565,,
0.445,0.299396,,
0.446,0.299396,,
0.446,0.303058,,
0.446,0.30672,,
0.447,0.304889,,
0.447,0.303058,,
0.448,0.303058,,
0.448,0.304889,,
0.448,0.303058,,
0.449,0.304889,,
0.449,0.30672,,
0.450,0.308552,,
0.450,0.30672,,
0.450,0.30672,,
0.451,0.308552,,
0.451,0.312214,,
0.452,0.314045,,
0.452,0.315876,,
0.452,0.317707,,
0.453,0.32137,,
0.453,0.319539,,
0.454,0.319539,,
0.454,0.319539,,
0.454,0.323201,,
0.455,0.325032,,
0.455,0.328694,,
0.456,0.332357,,
0.456,0.336019,,
0.456,0.339681,,
0.457,0.343344,,
0.457,0.343344,,
0.458,0.341513,,
0.458,0.33785,,
0.458,0.334188,,
0.459,0.330526,,
0.459,0.328694,,
0.460,0.326863,,
0.460,0.326863,,
0.460,0.328694,,
0.461,0.328694,,
0.461,0.325032,,
0.462,0.323201,,
0.462,0.319539,,
0.462,0.319539,,
0.463,0.319539,,
0.463,0.317707,,
0.464,0.312214,,
0.464,0.310383,,
0.464,0.310383,,
0.465,0.312214,,
0.465,0.315876,,
0.466,0.315876,,
0.466,0.315876,,
0.466,0.315876,,
0.467,0.314045,,
0.467,0.312214,,
0.468,0.312214,,
0.468,0.308552,,
0.468,0.304889,,
0.469,0.304889,,
0.469,0.310383,,
0.470,0.315876,,
0.470,0.319539,,
0.470,0.32137,,
0.471,0.32137,,
0.471,0.32137,,
0.472,0.317707,,
0.472,0.315876,,
0.472,0.315876,,
0.473,0.32137,,
0.473,0.326863,,
0.474,0.328694,,
0.474,0.328694,,
0.474,0.328694,,
0.475,0.332357,,
0.475,0.336019,,
0.476,0.330526,,
0.476,0.323201,,
0.476,0.317707,,
0.477,0.315876,,
0.477,0.312214,,
0.478,0.310383,,
0.478,0.308552,,
0.478,0.30672,,
0.479,0.303058,,
0.479,0.299396,,
0.480,0.297565,,
0.480,0.299396,,
0.480,0.299396,,
0.481,0.297565,,
0.481,0.299396,,
0.482,0.303058,,
0.482,0.301227,,
0.482,0.293902,,
0.483,0.29024,,
0.483,0.295733,,
0.484,0.301227,,
0.484,0.303058,,
0.484,0.30672,,
0.485,0.30672,,
0.485,0.308552,,
0.486,0.314045,,
0.486,0.317707,,
0.486,0.317707,,
0.487,0.315876,,
0.487,0.315876,,
0.488,0.319539,,
0.488,0.32137,,
0.488,0.319539,,
0.489,0.319539,,
0.489,0.319539,,
0.490,0.319539,,
0.490,0.319539,,
0.490,0.319539,,
0.491,0.32137,,
0.491,0.317707,,
0.492,0.314045,,
0.492,0.312214,,
0.492,0.310383,,
0.493,0.308552,,
0.493,0.304889,,
0.494,0.303058,,
0.494,0.299396,,
0.494,0.299396,,
0.495,0.301227,,
0.495,0.301227,,
0.496,0.301227,,
0.496,0.301227,,
0.496,0.301227,,
0.497,0.297565,,
0.497,0.293902,,
0.498,0.29024,,
0.498,0.29024,,
0.498,0.29024,,
0.499,0.292071,,
0.499,0.295733,,
0.500,0.299396,,
0.500,0.301227,,
0.500,0.301227,,
0.501,0.303058,,
0.501,0.30672,,
0.502,0.312214,,
0.502,0.315876,,
0.502,0.315876,,
0.503,0.315876,,
0.503,0.317707,,
0.504,0.317707,,
0.504,0.317707,,
0.504,0.319539,,
0.505,0.317707,,
0.505,0.319539,,
0.506,0.323201,,
0.506,0.326863,,
