#dtstart,2019-07-30 15:20:21.593
Time,VOLT,Event
0.056,0.308552,,
0.057,0.30672,,
0.057,0.30672,,
0.058,0.303058,,
0.058,0.303058,,
0.058,0.303058,,
0.059,0.304889,,
0.059,0.308552,,
0.060,0.312214,,
0.060,0.312214,,
0.060,0.303058,,
0.061,0.293902,,
0.061,0.288409,,
0.062,0.29024,,
0.062,0.295733,,
0.062,0.297565,,
0.063,0.293902,,
0.063,0.295733,,
0.064,0.301227,,
0.064,0.304889,,
0.064,0.299396,,
0.065,0.295733,,
0.065,0.299396,,
0.066,0.308552,,
0.066,0.317707,,
0.066,0.326863,,
0.067,0.334188,,
0.067,0.33785,,
0.068,0.336019,,
0.068,0.332357,,
0.068,0.336019,,
0.069,0.347006,,
0.069,0.3525,,
0.070,0.347006,,
0.070,0.345175,,
0.070,0.350668,,
0.071,0.354331,,
0.071,0.348837,,
0.072,0.336019,,
0.072,0.323201,,
0.072,0.315876,,
0.073,0.315876,,
0.073,0.314045,,
0.074,0.30672,,
0.074,0.299396,,
0.074,0.293902,,
0.075,0.293902,,
0.075,0.295733,,
0.076,0.293902,,
0.076,0.292071,,
0.076,0.288409,,
0.077,0.284746,,
0.077,0.286578,,
0.078,0.292071,,
0.078,0.295733,,
0.078,0.299396,,
0.079,0.30672,,
0.079,0.310383,,
0.080,0.314045,,
0.080,0.319539,,
0.080,0.325032,,
0.081,0.326863,,
0.081,0.325032,,
0.082,0.325032,,
0.082,0.330526,,
0.082,0.336019,,
0.083,0.33785,,
0.083,0.334188,,
0.084,0.332357,,
0.084,0.328694,,
0.084,0.328694,,
0.085,0.328694,,
0.085,0.328694,,
0.086,0.328694,,
0.086,0.326863,,
0.086,0.326863,,
0.087,0.325032,,
0.087,0.32137,,
0.088,0.314045,,
0.088,0.310383,,
0.088,0.312214,,
0.089,0.314045,,
0.089,0.310383,,
0.090,0.301227,,
0.090,0.299396,,
0.090,0.301227,,
0.091,0.308552,,
0.091,0.317707,,
0.092,0.32137,,
0.092,0.317707,,
0.092,0.314045,,
0.093,0.314045,,
0.093,0.32137,,
0.094,0.326863,,
0.094,0.325032,,
0.094,0.315876,,
0.095,0.312214,,
0.095,0.308552,,
0.096,0.30672,,
0.096,0.30672,,
0.096,0.308552,,
0.097,0.315876,,
0.097,0.319539,,
0.098,0.317707,,
0.098,0.315876,,
0.098,0.315876,,
0.099,0.317707,,
0.099,0.315876,,
0.100,0.310383,,
0.100,0.304889,,
0.100,0.303058,,
0.101,0.304889,,
0.101,0.30672,,
0.102,0.303058,,
0.102,0.293902,,
0.102,0.292071,,
0.103,0.295733,,
0.103,0.297565,,
0.104,0.295733,,
0.104,0.297565,,
0.104,0.303058,,
0.105,0.308552,,
0.105,0.308552,,
0.106,0.304889,,
0.106,0.304889,,
0.106,0.312214,,
0.107,0.315876,,
0.107,0.314045,,
0.108,0.314045,,
0.108,0.32137,,
0.108,0.330526,,
0.109,0.339681,,
0.109,0.343344,,
0.110,0.343344,,
0.110,0.343344,,
0.110,0.345175,,
0.111,0.345175,,
0.111,0.341513,,
0.112,0.336019,,
0.112,0.330526,,
0.112,0.330526,,
0.113,0.330526,,
0.113,0.326863,,
0.114,0.319539,,
0.114,0.315876,,
0.114,0.312214,,
0.115,0.308552,,
0.115,0.304889,,
0.116,0.299396,,
0.116,0.293902,,
0.116,0.284746,,
0.117,0.279253,,
0.117,0.281084,,
0.118,0.288409,,
0.118,0.297565,,
0.118,0.299396,,
0.119,0.299396,,
0.119,0.299396,,
0.120,0.303058,,
0.120,0.310383,,
0.120,0.315876,,
0.121,0.32137,,
0.121,0.326863,,
0.122,0.334188,,
0.122,0.339681,,
0.122,0.345175,,
0.123,0.348837,,
0.123,0.3525,,
0.124,0.3525,,
0.124,0.3525,,
0.124,0.356162,,
0.125,0.356162,,
0.125,0.348837,,
0.126,0.336019,,
0.126,0.325032,,
0.126,0.323201,,
0.127,0.32137,,
0.127,0.315876,,
0.128,0.30672,,
0.128,0.299396,,
0.128,0.292071,,
0.129,0.286578,,
0.129,0.286578,,
0.130,0.286578,,
0.130,0.282915,,
0.130,0.277422,,
0.131,0.277422,,
0.131,0.284746,,
0.132,0.293902,,
0.132,0.295733,,
0.132,0.293902,,
0.133,0.295733,,
0.133,0.304889,,
0.134,0.315876,,
0.134,0.323201,,
0.134,0.326863,,
0.135,0.326863,,
0.135,0.328694,,
0.136,0.332357,,
0.136,0.33785,,
0.136,0.343344,,
0.137,0.343344,,
0.137,0.343344,,
0.138,0.341513,,
0.138,0.33785,,
0.138,0.336019,,
0.139,0.330526,,
0.139,0.323201,,
0.140,0.323201,,
0.140,0.326863,,
0.140,0.325032,,
0.141,0.319539,,
0.141,0.315876,,
0.142,0.312214,,
0.142,0.30672,,
0.142,0.301227,,
0.143,0.297565,,
0.143,0.295733,,
0.144,0.297565,,
0.144,0.299396,,
0.144,0.295733,,
0.145,0.293902,,
0.145,0.299396,,
0.146,0.304889,,
0.146,0.30672,,
0.146,0.30672,,
0.147,0.312214,,
0.147,0.319539,,
0.148,0.325032,,
0.148,0.328694,,
0.148,0.332357,,
0.149,0.336019,,
0.149,0.341513,,
0.150,0.345175,,
0.150,0.348837,,
0.150,0.348837,,
0.151,0.345175,,
0.151,0.341513,,
0.152,0.339681,,
0.152,0.334188,,
0.152,0.326863,,
0.153,0.319539,,
0.153,0.314045,,
0.154,0.308552,,
0.154,0.308552,,
0.154,0.312214,,
0.155,0.315876,,
0.155,0.317707,,
0.156,0.317707,,
0.156,0.314045,,
0.156,0.304889,,
0.157,0.299396,,
0.157,0.299396,,
0.158,0.303058,,
0.158,0.303058,,
0.158,0.299396,,
0.159,0.292071,,
0.159,0.282915,,
0.160,0.277422,,
0.160,0.275591,,
0.160,0.271928,,
0.161,0.264604,,
0.161,0.262772,,
0.162,0.268266,,
0.162,0.277422,,
0.162,0.282915,,
0.163,0.286578,,
0.163,0.292071,,
0.164,0.299396,,
0.164,0.308552,,
0.164,0.317707,,
0.165,0.326863,,
0.165,0.334188,,
0.166,0.33785,,
0.166,0.339681,,
0.166,0.339681,,
0.167,0.339681,,
0.167,0.341513,,
0.168,0.343344,,
0.168,0.343344,,
0.168,0.339681,,
0.169,0.334188,,
0.169,0.323201,,
0.170,0.314045,,
0.170,0.312214,,
0.170,0.308552,,
0.171,0.30672,,
0.171,0.30672,,
0.172,0.30672,,
0.172,0.30672,,
0.172,0.304889,,
0.173,0.30672,,
0.173,0.310383,,
0.174,0.312214,,
0.174,0.315876,,
0.174,0.323201,,
0.175,0.328694,,
0.175,0.326863,,
0.176,0.323201,,
0.176,0.319539,,
0.176,0.317707,,
0.177,0.32137,,
0.177,0.32137,,
0.178,0.319539,,
0.178,0.323201,,
0.178,0.326863,,
0.179,0.328694,,
0.179,0.332357,,
0.180,0.332357,,
0.180,0.334188,,
0.180,0.343344,,
0.181,0.348837,,
0.181,0.343344,,
0.182,0.336019,,
0.182,0.334188,,
0.182,0.332357,,
0.183,0.326863,,
0.183,0.319539,,
0.184,0.315876,,
0.184,0.314045,,
0.184,0.312214,,
0.185,0.308552,,
0.185,0.304889,,
0.186,0.303058,,
0.186,0.299396,,
0.186,0.29024,,
0.187,0.286578,,
0.187,0.29024,,
0.188,0.292071,,
0.188,0.29024,,
0.188,0.286578,,
0.189,0.284746,,
0.189,0.286578,,
0.190,0.29024,,
0.190,0.297565,,
0.190,0.304889,,
0.191,0.308552,,
0.191,0.30672,,
0.192,0.30672,,
0.192,0.314045,,
0.192,0.328694,,
0.193,0.33785,,
0.193,0.341513,,
0.194,0.341513,,
0.194,0.341513,,
0.194,0.343344,,
0.195,0.345175,,
0.195,0.343344,,
0.196,0.33785,,
0.196,0.336019,,
0.196,0.336019,,
0.197,0.336019,,
0.197,0.336019,,
0.198,0.330526,,
0.198,0.317707,,
0.198,0.310383,,
0.199,0.308552,,
0.199,0.308552,,
0.200,0.312214,,
0.200,0.315876,,
0.200,0.314045,,
0.201,0.310383,,
0.201,0.30672,,
0.202,0.304889,,
0.202,0.304889,,
0.202,0.312214,,
0.203,0.315876,,
0.203,0.312214,,
0.204,0.310383,,
0.204,0.314045,,
0.204,0.317707,,
0.205,0.323201,,
0.205,0.330526,,
0.206,0.334188,,
0.206,0.332357,,
0.206,0.325032,,
0.207,0.317707,,
0.207,0.315876,,
0.208,0.315876,,
0.208,0.312214,,
0.208,0.312214,,
0.209,0.30672,,
0.209,0.301227,,
0.210,0.297565,,
0.210,0.303058,,
0.210,0.30672,,
0.211,0.30672,,
0.211,0.304889,,
0.212,0.30672,,
0.212,0.30672,,
0.212,0.30672,,
0.213,0.30672,,
0.213,0.301227,,
0.214,0.293902,,
0.214,0.288409,,
0.214,0.284746,,
0.215,0.281084,,
0.215,0.281084,,
0.216,0.281084,,
0.216,0.275591,,
0.216,0.270097,,
0.217,0.270097,,
0.217,0.273759,,
0.218,0.277422,,
0.218,0.282915,,
0.218,0.29024,,
0.219,0.297565,,
0.219,0.303058,,
0.220,0.308552,,
0.220,0.317707,,
0.220,0.328694,,
0.221,0.343344,,
0.221,0.357993,,
0.222,0.367149,,
0.222,0.372642,,
0.222,0.374474,,
0.223,0.378136,,
0.223,0.378136,,
0.224,0.379967,,
0.224,0.379967,,
0.224,0.378136,,
0.225,0.372642,,
0.225,0.36898,,
0.226,0.365318,,
0.226,0.357993,,
0.226,0.347006,,
0.227,0.336019,,
0.227,0.326863,,
0.228,0.32137,,
0.228,0.315876,,
0.228,0.312214,,
0.229,0.308552,,
0.229,0.304889,,
0.230,0.297565,,
0.230,0.293902,,
0.230,0.292071,,
0.231,0.286578,,
0.231,0.279253,,
0.232,0.273759,,
0.232,0.275591,,
0.232,0.277422,,
0.233,0.275591,,
0.233,0.270097,,
0.234,0.270097,,
0.234,0.273759,,
0.234,0.275591,,
0.235,0.277422,,
0.235,0.279253,,
0.236,0.277422,,
0.236,0.277422,,
0.236,0.275591,,
0.237,0.273759,,
0.237,0.275591,,
0.238,0.277422,,
0.238,0.279253,,
0.238,0.286578,,
0.239,0.295733,,
0.239,0.301227,,
0.240,0.303058,,
0.240,0.308552,,
0.240,0.315876,,
0.241,0.325032,,
0.241,0.334188,,
0.242,0.343344,,
0.242,0.345175,,
0.242,0.345175,,
0.243,0.348837,,
0.243,0.359824,,
0.244,0.367149,,
0.244,0.36898,,
0.244,0.365318,,
0.245,0.365318,,
0.245,0.367149,,
0.246,0.365318,,
0.246,0.363487,,
0.246,0.365318,,
0.247,0.367149,,
0.247,0.365318,,
0.248,0.357993,,
0.248,0.3525,,
0.248,0.348837,,
0.249,0.345175,,
0.249,0.341513,,
0.250,0.336019,,
0.250,0.328694,,
0.250,0.319539,,
0.251,0.315876,,
0.251,0.315876,,
0.252,0.315876,,
0.252,0.310383,,
0.252,0.308552,,
0.253,0.312214,,
0.253,0.310383,,
0.254,0.303058,,
0.254,0.295733,,
0.254,0.293902,,
0.255,0.293902,,
0.255,0.295733,,
0.256,0.293902,,
0.256,0.292071,,
0.256,0.29024,,
0.257,0.292071,,
0.257,0.293902,,
0.258,0.293902,,
0.258,0.29024,,
0.258,0.288409,,
0.259,0.288409,,
0.259,0.286578,,
0.260,0.284746,,
0.260,0.284746,,
0.260,0.286578,,
0.261,0.293902,,
0.261,0.299396,,
0.262,0.303058,,
0.262,0.303058,,
0.262,0.304889,,
0.263,0.312214,,
0.263,0.317707,,
0.264,0.317707,,
0.264,0.314045,,
0.264,0.312214,,
0.265,0.312214,,
0.265,0.314045,,
0.266,0.315876,,
0.266,0.315876,,
0.266,0.315876,,
0.267,0.315876,,
0.267,0.315876,,
0.268,0.315876,,
0.268,0.315876,,
0.268,0.317707,,
0.269,0.317707,,
0.269,0.315876,,
0.270,0.315876,,
0.270,0.315876,,
0.270,0.319539,,
0.271,0.323201,,
0.271,0.326863,,
0.272,0.326863,,
0.272,0.323201,,
0.272,0.32137,,
0.273,0.32137,,
0.273,0.326863,,
0.274,0.334188,,
0.274,0.336019,,
0.274,0.334188,,
0.275,0.336019,,
0.275,0.339681,,
0.276,0.341513,,
0.276,0.33785,,
0.276,0.332357,,
0.277,0.330526,,
0.277,0.328694,,
0.278,0.323201,,
0.278,0.319539,,
0.278,0.323201,,
0.279,0.332357,,
0.279,0.336019,,
0.280,0.328694,,
0.280,0.319539,,
0.280,0.317707,,
0.281,0.317707,,
0.281,0.315876,,
0.282,0.315876,,
0.282,0.317707,,
0.282,0.32137,,
0.283,0.326863,,
0.283,0.334188,,
0.284,0.336019,,
0.284,0.332357,,
0.284,0.328694,,
0.285,0.323201,,
0.285,0.323201,,
0.286,0.328694,,
0.286,0.336019,,
0.286,0.336019,,
0.287,0.336019,,
0.287,0.334188,,
0.288,0.332357,,
0.288,0.326863,,
0.288,0.323201,,
0.289,0.323201,,
0.289,0.330526,,
0.290,0.33785,,
0.290,0.345175,,
0.290,0.3525,,
0.291,0.365318,,
0.291,0.394616,,
0.292,0.438564,,
0.292,0.473357,,
0.292,0.471525,,
0.293,0.429409,,
0.293,0.361655,,
0.294,0.286578,,
0.294,0.2115,,
0.294,0.141915,,
0.295,0.068669,,
0.295,-0.00824,,
0.296,-0.094305,,
0.296,-0.178539,,
0.296,-0.255448,,
0.297,-0.315876,,
0.297,-0.356162,,
0.298,-0.367149,,
0.298,-0.341513,,
0.298,-0.279253,,
0.299,-0.187695,,
0.299,-0.081487,,
0.300,0.028383,,
0.300,0.140084,,
0.300,0.253617,,
0.301,0.372642,,
0.301,0.493499,,
0.302,0.607032,,
0.302,0.709577,,
0.302,0.802966,,
0.303,0.881707,,
0.303,0.943966,,
0.304,0.984252,,
0.304,1.008057,,
0.304,1.017213,,
0.305,1.008057,,
0.305,0.986083,,
0.306,0.956784,,
0.306,0.91833,,
0.306,0.87072,,
0.307,0.817616,,
0.307,0.76085,,
0.308,0.69859,,
0.308,0.63633,,
0.308,0.570408,,
0.309,0.506317,,
0.309,0.440396,,
0.310,0.381798,,
0.310,0.325032,,
0.310,0.270097,,
0.311,0.218824,,
0.311,0.178539,,
0.312,0.143747,,
0.312,0.112617,,
0.312,0.081487,,
0.313,0.057682,,
0.313,0.041201,,
0.314,0.032045,,
0.314,0.026552,,
0.314,0.028383,,
0.315,0.033877,,
0.315,0.041201,,
0.316,0.052188,,
0.316,0.063175,,
0.316,0.079656,,
0.317,0.097967,,
0.317,0.121773,,
0.318,0.145578,,
0.318,0.173045,,
0.318,0.19685,,
0.319,0.216993,,
0.319,0.235305,,
0.320,0.251785,,
0.320,0.268266,,
0.320,0.282915,,
0.321,0.295733,,
0.321,0.304889,,
0.322,0.312214,,
0.322,0.315876,,
0.322,0.32137,,
0.323,0.328694,,
0.323,0.33785,,
0.324,0.341513,,
0.324,0.341513,,
0.324,0.345175,,
0.325,0.350668,,
0.325,0.350668,,
0.326,0.347006,,
0.326,0.341513,,
0.326,0.339681,,
0.327,0.341513,,
0.327,0.343344,,
0.328,0.343344,,
0.328,0.345175,,
0.328,0.347006,,
0.329,0.343344,,
0.329,0.336019,,
0.330,0.334188,,
0.330,0.334188,,
0.330,0.334188,,
0.331,0.330526,,
0.331,0.325032,,
0.332,0.323201,,
0.332,0.32137,,
0.332,0.319539,,
0.333,0.317707,,
0.333,0.312214,,
0.334,0.304889,,
0.334,0.303058,,
0.334,0.303058,,
0.335,0.301227,,
0.335,0.295733,,
0.336,0.293902,,
0.336,0.292071,,
0.336,0.292071,,
0.337,0.292071,,
0.337,0.293902,,
0.338,0.293902,,
0.338,0.292071,,
0.338,0.292071,,
0.339,0.297565,,
0.339,0.301227,,
0.340,0.303058,,
0.340,0.303058,,
0.340,0.30672,,
0.341,0.312214,,
0.341,0.315876,,
0.342,0.315876,,
0.342,0.315876,,
0.342,0.32137,,
0.343,0.326863,,
0.343,0.332357,,
0.344,0.336019,,
0.344,0.33785,,
0.344,0.339681,,
0.345,0.339681,,
0.345,0.341513,,
0.346,0.343344,,
0.346,0.343344,,
0.346,0.343344,,
0.347,0.343344,,
0.347,0.343344,,
0.348,0.341513,,
0.348,0.341513,,
0.348,0.341513,,
0.349,0.339681,,
0.349,0.332357,,
0.350,0.326863,,
0.350,0.319539,,
0.350,0.315876,,
0.351,0.314045,,
0.351,0.312214,,
0.352,0.30672,,
0.352,0.303058,,
0.352,0.299396,,
0.353,0.297565,,
0.353,0.295733,,
0.354,0.295733,,
0.354,0.295733,,
0.354,0.299396,,
0.355,0.299396,,
0.355,0.297565,,
0.356,0.299396,,
0.356,0.303058,,
0.356,0.30672,,
0.357,0.30672,,
0.357,0.308552,,
0.358,0.312214,,
0.358,0.315876,,
0.358,0.315876,,
0.359,0.312214,,
0.359,0.310383,,
0.360,0.312214,,
0.360,0.315876,,
0.360,0.317707,,
0.361,0.315876,,
0.361,0.317707,,
0.362,0.323201,,
0.362,0.328694,,
0.362,0.334188,,
0.363,0.339681,,
0.363,0.345175,,
0.364,0.347006,,
0.364,0.343344,,
0.364,0.345175,,
0.365,0.347006,,
0.365,0.347006,,
0.366,0.345175,,
0.366,0.341513,,
0.366,0.334188,,
0.367,0.326863,,
0.367,0.323201,,
0.368,0.319539,,
0.368,0.314045,,
0.368,0.310383,,
0.369,0.30672,,
0.369,0.303058,,
0.370,0.299396,,
0.370,0.295733,,
0.370,0.293902,,
0.371,0.295733,,
0.371,0.297565,,
0.372,0.297565,,
0.372,0.295733,,
0.372,0.297565,,
0.373,0.303058,,
0.373,0.304889,,
0.374,0.303058,,
0.374,0.301227,,
0.374,0.303058,,
0.375,0.308552,,
0.375,0.310383,,
0.376,0.308552,,
0.376,0.303058,,
0.376,0.303058,,
0.377,0.30672,,
0.377,0.312214,,
0.378,0.312214,,
0.378,0.308552,,
0.378,0.30672,,
0.379,0.310383,,
0.379,0.312214,,
0.380,0.314045,,
0.380,0.314045,,
0.380,0.314045,,
0.381,0.315876,,
0.381,0.317707,,
0.382,0.319539,,
0.382,0.32137,,
0.382,0.32137,,
0.383,0.32137,,
0.383,0.323201,,
0.384,0.32137,,
0.384,0.319539,,
0.384,0.319539,,
0.385,0.319539,,
0.385,0.315876,,
0.386,0.312214,,
0.386,0.314045,,
0.386,0.317707,,
0.387,0.319539,,
0.387,0.317707,,
0.388,0.32137,,
0.388,0.326863,,
0.388,0.326863,,
0.389,0.326863,,
0.389,0.330526,,
0.390,0.334188,,
0.390,0.332357,,
0.390,0.332357,,
0.391,0.330526,,
0.391,0.328694,,
0.392,0.328694,,
0.392,0.328694,,
0.392,0.332357,,
0.393,0.336019,,
0.393,0.334188,,
0.394,0.328694,,
0.394,0.323201,,
0.394,0.323201,,
0.395,0.32137,,
0.395,0.32137,,
0.396,0.32137,,
0.396,0.325032,,
0.396,0.323201,,
0.397,0.317707,,
0.397,0.315876,,
0.398,0.314045,,
0.398,0.312214,,
0.398,0.312214,,
0.399,0.310383,,
0.399,0.308552,,
0.400,0.310383,,
0.400,0.312214,,
0.400,0.310383,,
0.401,0.312214,,
0.401,0.315876,,
0.402,0.317707,,
0.402,0.319539,,
0.402,0.323201,,
0.403,0.328694,,
0.403,0.330526,,
0.404,0.326863,,
0.404,0.326863,,
0.404,0.328694,,
0.405,0.325032,,
0.405,0.317707,,
0.406,0.30672,,
0.406,0.299396,4,
0.406,0.295733,,
0.407,0.295733,,
0.407,0.293902,,
0.408,0.29024,,
0.408,0.284746,,
0.408,0.279253,,
0.409,0.277422,,
0.409,0.277422,,
0.410,0.277422,,
0.410,0.275591,,
0.410,0.277422,,
0.411,0.282915,,
0.411,0.288409,,
0.412,0.297565,,
0.412,0.304889,,
0.412,0.310383,,
0.413,0.314045,,
0.413,0.319539,,
0.414,0.326863,,
0.414,0.336019,,
0.414,0.33785,,
0.415,0.332357,,
0.415,0.326863,,
0.416,0.326863,,
0.416,0.326863,,
0.416,0.325032,,
0.417,0.326863,,
0.417,0.328694,,
0.418,0.326863,,
0.418,0.323201,,
0.418,0.323201,,
0.419,0.323201,,
0.419,0.325032,,
0.420,0.326863,,
0.420,0.326863,,
0.420,0.325032,,
0.421,0.323201,,
0.421,0.325032,,
0.422,0.325032,,
0.422,0.323201,,
0.422,0.317707,,
0.423,0.312214,,
0.423,0.310383,,
0.424,0.30672,,
0.424,0.301227,,
0.424,0.295733,,
0.425,0.29024,,
0.425,0.29024,,
0.426,0.29024,,
0.426,0.293902,,
0.426,0.295733,,
0.427,0.293902,,
0.427,0.293902,,
0.428,0.293902,,
0.428,0.297565,,
0.428,0.303058,,
0.429,0.30672,,
0.429,0.30672,,
0.430,0.304889,,
0.430,0.30672,,
0.430,0.30672,,
0.431,0.310383,,
0.431,0.312214,,
0.432,0.314045,,
0.432,0.314045,,
0.432,0.315876,,
0.433,0.315876,,
0.433,0.317707,,
0.434,0.32137,,
0.434,0.323201,,
0.434,0.32137,,
0.435,0.319539,,
0.435,0.317707,,
0.436,0.315876,,
0.436,0.312214,,
0.436,0.30672,,
0.437,0.303058,,
0.437,0.304889,,
0.438,0.308552,,
0.438,0.310383,,
0.438,0.312214,,
0.439,0.317707,,
0.439,0.319539,,
0.440,0.317707,,
0.440,0.315876,,
0.440,0.319539,,
0.441,0.323201,,
0.441,0.326863,,
0.442,0.326863,,
0.442,0.325032,,
0.442,0.319539,,
0.443,0.314045,,
0.443,0.312214,,
0.444,0.314045,,
0.444,0.315876,,
0.444,0.319539,,
0.445,0.325032,,
0.445,0.325032,,
0.446,0.326863,,
0.446,0.330526,,
0.446,0.334188,,
0.447,0.336019,,
0.447,0.33785,,
0.448,0.341513,,
0.448,0.3525,,
0.448,0.363487,,
0.449,0.36898,,
0.449,0.370811,,
0.450,0.370811,,
0.450,0.36898,,
0.450,0.363487,,
0.451,0.359824,,
0.451,0.350668,,
0.452,0.341513,,
0.452,0.332357,,
0.452,0.325032,,
0.453,0.315876,,
0.453,0.30672,,
0.454,0.299396,,
0.454,0.293902,,
0.454,0.29024,,
0.455,0.281084,,
0.455,0.271928,,
0.456,0.264604,,
0.456,0.262772,,
0.456,0.264604,,
0.457,0.271928,,
0.457,0.279253,,
0.458,0.284746,,
0.458,0.293902,,
0.458,0.301227,,
0.459,0.30672,,
0.459,0.319539,,
0.460,0.334188,,
0.460,0.339681,,
0.460,0.336019,,
0.461,0.336019,,
0.461,0.341513,,
0.462,0.347006,,
0.462,0.3525,,
0.462,0.357993,,
0.463,0.361655,,
0.463,0.361655,,
0.464,0.361655,,
0.464,0.359824,,
0.464,0.361655,,
0.465,0.365318,,
0.465,0.36898,,
0.466,0.378136,,
0.466,0.387292,,
0.466,0.390954,,
0.467,0.389123,,
0.467,0.389123,,
0.468,0.389123,,
0.468,0.385461,,
0.468,0.379967,,
0.469,0.374474,,
0.469,0.365318,,
0.470,0.354331,,
0.470,0.33785,,
0.470,0.319539,,
0.471,0.301227,,
0.471,0.281084,,
0.472,0.264604,,
0.472,0.251785,,
0.472,0.235305,,
0.473,0.216993,,
0.473,0.198682,,
0.474,0.185863,,
0.474,0.176708,,
0.474,0.173045,,
0.475,0.165721,,
0.475,0.158396,,
0.476,0.152902,,
0.476,0.151071,,
0.476,0.152902,,
0.477,0.156565,,
0.477,0.162058,,
0.478,0.169383,,
0.478,0.185863,,
0.478,0.204175,,
0.479,0.224318,,
0.479,0.238967,,
0.480,0.255448,,
0.480,0.273759,,
0.480,0.292071,,
0.481,0.308552,,
0.481,0.323201,,
0.482,0.336019,,
0.482,0.345175,,
0.482,0.356162,,
0.483,0.363487,,
0.483,0.374474,,
0.484,0.383629,,
0.484,0.387292,,
0.484,0.389123,,
0.485,0.390954,,
0.485,0.390954,,
0.486,0.394616,,
0.486,0.40011,,
0.486,0.403772,,
0.487,0.405603,,
0.487,0.409266,,
0.488,0.407435,,
0.488,0.398279,,
0.488,0.389123,,
0.489,0.381798,,
0.489,0.376305,,
0.490,0.374474,,
0.490,0.374474,,
0.490,0.372642,,
0.491,0.36898,,
0.491,0.367149,,
0.492,0.365318,,
0.492,0.365318,,
0.492,0.365318,,
0.493,0.361655,,
0.493,0.354331,,
0.494,0.348837,,
0.494,0.348837,,
0.494,0.3525,,
0.495,0.354331,,
0.495,0.3525,,
0.496,0.348837,,
0.496,0.348837,,
0.496,0.348837,,
0.497,0.345175,,
0.497,0.332357,,
0.498,0.325032,,
0.498,0.326863,,
0.498,0.328694,,
0.499,0.326863,,
0.499,0.32137,,
0.500,0.319539,,
0.500,0.315876,,
0.500,0.312214,,
0.501,0.30672,,
0.501,0.30672,,
0.502,0.312214,,
0.502,0.315876,,
0.502,0.312214,,
0.503,0.304889,,
0.503,0.299396,,
0.504,0.292071,,
0.504,0.284746,,
0.504,0.275591,,
0.505,0.268266,,
0.505,0.260941,,
0.506,0.25911,,
