#dtstart,2019-07-30 14:22:31.103
Time,VOLT,Event
0.064,0.348837,,
0.064,0.345175,,
0.064,0.33785,,
0.065,0.332357,,
0.065,0.328694,,
0.066,0.323201,,
0.066,0.319539,,
0.066,0.314045,,
0.067,0.310383,,
0.067,0.304889,,
0.068,0.301227,,
0.068,0.299396,,
0.068,0.299396,,
0.069,0.299396,,
0.069,0.297565,,
0.070,0.297565,,
0.070,0.301227,,
0.070,0.30672,,
0.071,0.312214,,
0.071,0.314045,,
0.072,0.315876,,
0.072,0.319539,,
0.072,0.326863,,
0.073,0.332357,,
0.073,0.336019,,
0.074,0.339681,,
0.074,0.347006,,
0.074,0.350668,,
0.075,0.348837,,
0.075,0.347006,,
0.076,0.348837,,
0.076,0.354331,,
0.076,0.356162,,
0.077,0.3525,,
0.077,0.350668,,
0.078,0.3525,,
0.078,0.354331,,
0.078,0.348837,,
0.079,0.343344,,
0.079,0.339681,,
0.080,0.336019,,
0.080,0.332357,,
0.080,0.328694,,
0.081,0.325032,,
0.081,0.323201,,
0.082,0.319539,,
0.082,0.319539,,
0.082,0.323201,,
0.083,0.325032,,
0.083,0.323201,,
0.084,0.32137,,
0.084,0.317707,,
0.084,0.314045,,
0.085,0.30672,,
0.085,0.297565,,
0.086,0.29024,,
0.086,0.286578,,
0.086,0.279253,,
0.087,0.270097,,
0.087,0.260941,,
0.088,0.253617,,
0.088,0.246292,,
0.088,0.24263,,
0.089,0.244461,,
0.089,0.248123,,
0.090,0.251785,,
0.090,0.257279,,
0.090,0.262772,,
0.091,0.268266,,
0.091,0.268266,,
0.092,0.266435,,
0.092,0.268266,,
0.092,0.275591,,
0.093,0.281084,,
0.093,0.286578,,
0.094,0.293902,,
0.094,0.303058,,
0.094,0.308552,,
0.095,0.30672,,
0.095,0.303058,,
0.096,0.303058,,
0.096,0.30672,,
0.096,0.312214,,
0.097,0.315876,,
0.097,0.32137,,
0.098,0.325032,,
0.098,0.325032,,
0.098,0.325032,,
0.099,0.323201,,
0.099,0.323201,,
0.100,0.32137,,
0.100,0.319539,,
0.100,0.315876,,
0.101,0.314045,,
0.101,0.315876,,
0.102,0.32137,,
0.102,0.330526,,
0.102,0.336019,,
0.103,0.334188,,
0.103,0.330526,,
0.104,0.325032,,
0.104,0.319539,,
0.104,0.314045,,
0.105,0.312214,,
0.105,0.308552,,
0.106,0.30672,,
0.106,0.304889,,
0.106,0.303058,,
0.107,0.301227,,
0.107,0.301227,,
0.108,0.303058,,
0.108,0.301227,,
0.108,0.299396,,
0.109,0.299396,,
0.109,0.301227,,
0.110,0.299396,,
0.110,0.293902,,
0.110,0.288409,,
0.111,0.286578,,
0.111,0.288409,,
0.112,0.29024,,
0.112,0.293902,,
0.112,0.295733,,
0.113,0.297565,,
0.113,0.297565,,
0.114,0.297565,,
0.114,0.297565,,
0.114,0.299396,,
0.115,0.303058,,
0.115,0.304889,,
0.116,0.303058,,
0.116,0.303058,,
0.116,0.304889,,
0.117,0.310383,,
0.117,0.315876,,
0.118,0.317707,,
0.118,0.319539,,
0.118,0.32137,,
0.119,0.323201,,
0.119,0.323201,,
0.120,0.315876,,
0.120,0.312214,,
0.120,0.308552,,
0.121,0.30672,,
0.121,0.30672,,
0.122,0.30672,,
0.122,0.312214,,
0.122,0.312214,,
0.123,0.30672,,
0.123,0.299396,,
0.124,0.295733,,
0.124,0.295733,,
0.124,0.299396,,
0.125,0.299396,,
0.125,0.297565,,
0.126,0.293902,,
0.126,0.295733,,
0.126,0.297565,,
0.127,0.297565,,
0.127,0.295733,,
0.128,0.292071,,
0.128,0.29024,,
0.128,0.293902,,
0.129,0.299396,,
0.129,0.304889,,
0.130,0.304889,,
0.130,0.304889,,
0.130,0.303058,,
0.131,0.304889,,
0.131,0.308552,,
0.132,0.312214,,
0.132,0.314045,,
0.132,0.317707,,
0.133,0.328694,,
0.133,0.339681,,
0.134,0.339681,,
0.134,0.330526,,
0.134,0.326863,,
0.135,0.330526,,
0.135,0.336019,,
0.136,0.339681,,
0.136,0.339681,,
0.136,0.336019,,
0.137,0.332357,,
0.137,0.328694,,
0.138,0.326863,,
0.138,0.32137,,
0.138,0.312214,,
0.139,0.304889,,
0.139,0.303058,,
0.140,0.303058,,
0.140,0.304889,,
0.140,0.30672,,
0.141,0.30672,,
0.141,0.30672,,
0.142,0.303058,,
0.142,0.301227,,
0.142,0.301227,,
0.143,0.299396,,
0.143,0.295733,,
0.144,0.295733,,
0.144,0.299396,,
0.144,0.310383,,
0.145,0.323201,,
0.145,0.336019,,
0.146,0.341513,,
0.146,0.347006,,
0.146,0.347006,,
0.147,0.341513,,
0.147,0.334188,,
0.148,0.323201,,
0.148,0.319539,,
0.148,0.317707,,
0.149,0.308552,,
0.149,0.293902,,
0.150,0.282915,,
0.150,0.277422,,
0.150,0.270097,,
0.151,0.260941,,
0.151,0.251785,,
0.152,0.248123,,
0.152,0.251785,,
0.152,0.25911,,
0.153,0.264604,,
0.153,0.262772,,
0.154,0.25911,,
0.154,0.25911,,
0.154,0.262772,,
0.155,0.270097,,
0.155,0.277422,,
0.156,0.288409,,
0.156,0.299396,,
0.156,0.30672,,
0.157,0.310383,,
0.157,0.315876,,
0.158,0.326863,,
0.158,0.334188,,
0.158,0.336019,,
0.159,0.336019,,
0.159,0.33785,,
0.160,0.345175,,
0.160,0.3525,,
0.160,0.354331,,
0.161,0.345175,,
0.161,0.336019,,
0.162,0.332357,,
0.162,0.334188,,
0.162,0.33785,,
0.163,0.334188,,
0.163,0.325032,,
0.164,0.319539,,
0.164,0.319539,,
0.164,0.317707,,
0.165,0.317707,,
0.165,0.315876,,
0.166,0.314045,,
0.166,0.308552,,
0.166,0.303058,,
0.167,0.301227,,
0.167,0.297565,,
0.168,0.292071,,
0.168,0.288409,,
0.168,0.288409,,
0.169,0.292071,,
0.169,0.292071,,
0.170,0.29024,,
0.170,0.284746,,
0.170,0.282915,,
0.171,0.284746,,
0.171,0.286578,,
0.172,0.286578,,
0.172,0.284746,,
0.172,0.286578,,
0.173,0.288409,,
0.173,0.29024,,
0.174,0.292071,,
0.174,0.29024,,
0.174,0.29024,,
0.175,0.293902,,
0.175,0.297565,,
0.176,0.301227,,
0.176,0.301227,,
0.176,0.304889,,
0.177,0.310383,,
0.177,0.314045,,
0.178,0.312214,,
0.178,0.314045,,
0.178,0.323201,,
0.179,0.330526,,
0.179,0.334188,,
0.180,0.33785,,
0.180,0.339681,,
0.180,0.339681,,
0.181,0.330526,,
0.181,0.317707,,
0.182,0.312214,,
0.182,0.314045,,
0.182,0.319539,,
0.183,0.32137,,
0.183,0.32137,,
0.184,0.323201,,
0.184,0.326863,,
0.184,0.328694,,
0.185,0.325032,,
0.185,0.317707,,
0.186,0.310383,,
0.186,0.308552,,
0.186,0.308552,,
0.187,0.312214,,
0.187,0.317707,,
0.188,0.323201,,
0.188,0.328694,,
0.188,0.328694,,
0.189,0.319539,,
0.189,0.30672,,
0.190,0.293902,,
0.190,0.284746,,
0.190,0.279253,,
0.191,0.279253,,
0.191,0.284746,,
0.192,0.292071,,
0.192,0.297565,,
0.192,0.299396,,
0.193,0.295733,,
0.193,0.29024,,
0.194,0.286578,,
0.194,0.286578,,
0.194,0.286578,,
0.195,0.286578,,
0.195,0.282915,,
0.196,0.281084,,
0.196,0.284746,,
0.196,0.29024,,
0.197,0.293902,,
0.197,0.297565,,
0.198,0.303058,,
0.198,0.30672,,
0.198,0.310383,,
0.199,0.312214,,
0.199,0.312214,,
0.200,0.310383,,
0.200,0.312214,,
0.200,0.312214,,
0.201,0.312214,,
0.201,0.317707,,
0.202,0.328694,,
0.202,0.334188,,
0.202,0.334188,,
0.203,0.328694,,
0.203,0.325032,,
0.204,0.32137,,
0.204,0.319539,,
0.204,0.317707,,
0.205,0.315876,,
0.205,0.312214,,
0.206,0.308552,,
0.206,0.30672,,
0.206,0.310383,,
0.207,0.315876,,
0.207,0.317707,,
0.208,0.315876,,
0.208,0.312214,,
0.208,0.310383,,
0.209,0.30672,,
0.209,0.30672,,
0.210,0.304889,,
0.210,0.304889,,
0.210,0.303058,,
0.211,0.297565,,
0.211,0.292071,,
0.212,0.292071,,
0.212,0.293902,,
0.212,0.29024,,
0.213,0.284746,,
0.213,0.284746,,
0.214,0.29024,,
0.214,0.293902,,
0.214,0.293902,,
0.215,0.292071,,
0.215,0.292071,,
0.216,0.297565,,
0.216,0.303058,,
0.216,0.30672,,
0.217,0.310383,,
0.217,0.312214,,
0.218,0.315876,,
0.218,0.317707,,
0.218,0.32137,,
0.219,0.323201,,
0.219,0.32137,,
0.220,0.319539,,
0.220,0.319539,,
0.220,0.319539,,
0.221,0.319539,,
0.221,0.319539,,
0.222,0.32137,,
0.222,0.326863,,
0.222,0.325032,,
0.223,0.315876,,
0.223,0.30672,,
0.224,0.303058,,
0.224,0.303058,,
0.224,0.30672,,
0.225,0.312214,,
0.225,0.317707,,
0.226,0.32137,,
0.226,0.32137,,
0.226,0.315876,,
0.227,0.308552,,
0.227,0.30672,,
0.228,0.310383,,
0.228,0.308552,,
0.228,0.301227,,
0.229,0.293902,,
0.229,0.292071,,
0.230,0.293902,,
0.230,0.295733,,
0.230,0.295733,,
0.231,0.297565,,
0.231,0.30672,,
0.232,0.325032,,
0.232,0.347006,,
0.232,0.365318,,
0.233,0.376305,,
0.233,0.379967,,
0.234,0.381798,,
0.234,0.376305,,
0.234,0.365318,,
0.235,0.356162,,
0.235,0.343344,,
0.236,0.326863,,
0.236,0.314045,,
0.236,0.299396,,
0.237,0.273759,,
0.237,0.246292,,
0.238,0.224318,,
0.238,0.2115,,
0.238,0.202344,,
0.239,0.198682,,
0.239,0.198682,,
0.240,0.207837,,
0.240,0.222487,,
0.240,0.237136,,
0.241,0.248123,,
0.241,0.257279,,
0.242,0.262772,,
0.242,0.268266,,
0.242,0.275591,,
0.243,0.282915,,
0.243,0.286578,,
0.244,0.292071,,
0.244,0.30672,,
0.244,0.328694,,
0.245,0.350668,,
0.245,0.365318,,
0.246,0.36898,,
0.246,0.367149,,
0.246,0.365318,,
0.247,0.359824,,
0.247,0.350668,,
0.248,0.347006,,
0.248,0.348837,,
0.248,0.359824,,
0.249,0.370811,,
0.249,0.379967,,
0.250,0.383629,,
0.250,0.379967,,
0.250,0.370811,,
0.251,0.357993,,
0.251,0.341513,,
0.252,0.328694,,
0.252,0.325032,,
0.252,0.330526,,
0.253,0.339681,,
0.253,0.345175,,
0.254,0.347006,,
0.254,0.343344,,
0.254,0.332357,,
0.255,0.32137,,
0.255,0.314045,,
0.256,0.310383,,
0.256,0.30672,,
0.256,0.304889,,
0.257,0.299396,,
0.257,0.292071,,
0.258,0.281084,,
0.258,0.264604,,
0.258,0.253617,,
0.259,0.246292,,
0.259,0.24263,,
0.260,0.240798,,
0.260,0.235305,,
0.260,0.220656,,
0.261,0.19685,,
0.261,0.18037,,
0.262,0.184032,,
0.262,0.204175,,
0.262,0.226149,,
0.263,0.24263,,
0.263,0.264604,,
0.264,0.297565,,
0.264,0.336019,,
0.264,0.367149,,
0.265,0.396448,,
0.265,0.423915,,
0.266,0.444058,,
0.266,0.449551,,
0.266,0.445889,,
0.267,0.434902,,
0.267,0.41659,,
0.268,0.401941,,
0.268,0.389123,,
0.268,0.374474,,
0.269,0.356162,,
0.269,0.339681,,
0.270,0.328694,,
0.270,0.319539,,
0.270,0.303058,,
0.271,0.282915,,
0.271,0.264604,,
0.272,0.253617,,
0.272,0.240798,,
0.272,0.224318,,
0.273,0.2115,,
0.273,0.202344,,
0.274,0.200513,,
0.274,0.200513,,
0.274,0.202344,,
0.275,0.198682,,
0.275,0.198682,,
0.276,0.200513,,
0.276,0.206006,,
0.276,0.215162,,
0.277,0.226149,,
0.277,0.233474,,
0.278,0.237136,,
0.278,0.24263,,
0.278,0.251785,,
0.279,0.260941,,
0.279,0.270097,,
0.280,0.277422,,
0.280,0.286578,,
0.280,0.301227,,
0.281,0.312214,,
0.281,0.319539,,
0.282,0.325032,,
0.282,0.330526,,
0.282,0.339681,,
0.283,0.347006,,
0.283,0.348837,,
0.284,0.348837,,
0.284,0.348837,,
0.284,0.356162,,
0.285,0.370811,,
0.285,0.383629,,
0.286,0.392785,,
0.286,0.396448,,
0.286,0.396448,,
0.287,0.396448,,
0.287,0.398279,,
0.288,0.40011,,
0.288,0.396448,,
0.288,0.390954,,
0.289,0.385461,,
0.289,0.385461,,
0.290,0.385461,,
0.290,0.385461,,
0.290,0.383629,,
0.291,0.378136,,
0.291,0.372642,,
0.292,0.370811,,
0.292,0.367149,,
0.292,0.357993,,
0.293,0.348837,,
0.293,0.345175,,
0.294,0.343344,,
0.294,0.339681,,
0.294,0.334188,,
0.295,0.328694,,
0.295,0.326863,,
0.296,0.323201,,
0.296,0.315876,,
0.296,0.303058,,
0.297,0.288409,,
0.297,0.277422,,
0.298,0.270097,,
0.298,0.266435,,
0.298,0.264604,,
0.299,0.266435,,
0.299,0.266435,,
0.300,0.270097,,
0.300,0.277422,,
0.300,0.286578,,
0.301,0.29024,,
0.301,0.292071,,
0.302,0.293902,,
0.302,0.299396,,
0.302,0.303058,,
0.303,0.308552,,
0.303,0.310383,,
0.304,0.30672,,
0.304,0.303058,,
0.304,0.299396,,
0.305,0.293902,,
0.305,0.29024,,
0.306,0.29024,,
0.306,0.288409,,
0.306,0.284746,,
0.307,0.279253,,
0.307,0.273759,,
0.308,0.270097,,
0.308,0.268266,,
0.308,0.270097,,
0.309,0.275591,,
0.309,0.281084,,
0.310,0.284746,,
0.310,0.286578,,
0.310,0.286578,,
0.311,0.288409,,
0.311,0.288409,,
0.312,0.286578,,
0.312,0.286578,,
0.312,0.286578,,
0.313,0.286578,,
0.313,0.288409,,
0.314,0.29024,,
0.314,0.29024,,
0.314,0.29024,,
0.315,0.292071,,
0.315,0.29024,,
0.316,0.288409,,
0.316,0.288409,,
0.316,0.292071,,
0.317,0.295733,,
0.317,0.303058,,
0.318,0.314045,,
0.318,0.323201,,
0.318,0.332357,,
0.319,0.341513,,
0.319,0.345175,,
0.320,0.343344,,
0.320,0.336019,,
0.320,0.328694,,
0.321,0.325032,,
0.321,0.326863,,
0.322,0.328694,,
0.322,0.328694,,
0.322,0.325032,,
0.323,0.319539,,
0.323,0.319539,,
0.324,0.32137,,
0.324,0.32137,,
0.324,0.326863,,
0.325,0.332357,,
0.325,0.334188,,
0.326,0.330526,,
0.326,0.328694,,
0.326,0.330526,,
0.327,0.332357,,
0.327,0.330526,,
0.328,0.323201,,
0.328,0.32137,,
0.328,0.334188,,
0.329,0.356162,,
0.329,0.381798,,
0.330,0.412928,,
0.330,0.449551,,
0.330,0.482512,,
0.331,0.497162,,
0.331,0.484344,,
0.332,0.442227,,
0.332,0.372642,,
0.332,0.277422,,
0.333,0.173045,,
0.333,0.079656,,
0.334,0.004578,,
0.334,-0.054019,,
0.334,-0.105292,,
0.335,-0.143747,,
0.335,-0.171214,,
0.336,-0.189526,,
0.336,-0.189526,,
0.336,-0.171214,,
0.337,-0.130928,,
0.337,-0.072331,,
0.338,0.006409,,
0.338,0.094305,,
0.338,0.182201,,
0.339,0.273759,,
0.339,0.365318,,
0.340,0.456876,,
0.340,0.535616,,
0.340,0.601538,,
0.341,0.656473,,
0.341,0.702252,,
0.342,0.740707,,
0.342,0.771837,,
0.342,0.791979,,
0.343,0.801135,,
0.343,0.795642,,
0.344,0.779161,,
0.344,0.755356,,
0.344,0.724226,,
0.345,0.683941,,
0.345,0.63633,,
0.346,0.585058,,
0.346,0.533785,,
0.346,0.480681,,
0.347,0.43124,,
0.347,0.383629,,
0.348,0.339681,,
0.348,0.301227,,
0.348,0.264604,,
0.349,0.22798,,
0.349,0.19685,,
0.350,0.169383,,
0.350,0.147409,,
0.350,0.127266,,
0.351,0.112617,,
0.351,0.103461,,
0.352,0.099799,,
0.352,0.099799,,
0.352,0.107123,,
0.353,0.119941,,
0.353,0.130928,,
0.354,0.140084,,
0.354,0.151071,,
0.354,0.165721,,
0.355,0.178539,,
0.355,0.185863,,
0.356,0.193188,,
0.356,0.202344,,
0.356,0.215162,,
0.357,0.229811,,
0.357,0.249954,,
0.358,0.271928,,
0.358,0.284746,,
0.358,0.29024,,
0.359,0.295733,,
0.359,0.299396,,
0.360,0.299396,,
0.360,0.299396,,
0.360,0.301227,,
0.361,0.304889,,
0.361,0.314045,,
0.362,0.32137,,
0.362,0.325032,,
0.362,0.326863,,
0.363,0.323201,,
0.363,0.32137,,
0.364,0.325032,,
0.364,0.328694,,
0.364,0.328694,,
0.365,0.330526,,
0.365,0.334188,,
0.366,0.334188,,
0.366,0.332357,,
0.366,0.332357,,
0.367,0.330526,,
0.367,0.328694,,
0.368,0.328694,,
0.368,0.328694,,
0.368,0.328694,,
0.369,0.326863,,
0.369,0.323201,,
0.370,0.319539,,
0.370,0.315876,,
0.370,0.312214,,
0.371,0.312214,,
0.371,0.314045,,
0.372,0.312214,,
0.372,0.304889,,
0.372,0.299396,,
0.373,0.297565,,
0.373,0.299396,,
0.374,0.301227,,
0.374,0.299396,,
0.374,0.293902,,
0.375,0.288409,,
0.375,0.286578,,
0.376,0.286578,,
0.376,0.288409,,
0.376,0.293902,,
0.377,0.301227,,
0.377,0.304889,,
0.378,0.30672,,
0.378,0.312214,,
0.378,0.323201,,
0.379,0.332357,,
0.379,0.332357,,
0.380,0.330526,,
0.380,0.332357,,
0.380,0.341513,,
0.381,0.347006,,
0.381,0.345175,,
0.382,0.33785,,
0.382,0.332357,,
0.382,0.330526,,
0.383,0.325032,,
0.383,0.317707,,
0.384,0.304889,,
0.384,0.292071,,
0.384,0.29024,,
0.385,0.295733,,
0.385,0.295733,,
0.386,0.29024,,
0.386,0.282915,,
0.386,0.279253,,
0.387,0.279253,,
0.387,0.282915,,
0.388,0.288409,,
0.388,0.29024,,
0.388,0.29024,,
0.389,0.29024,,
0.389,0.288409,,
0.390,0.284746,,
0.390,0.279253,,
0.390,0.279253,,
0.391,0.282915,,
0.391,0.284746,,
0.392,0.279253,,
0.392,0.273759,,
0.392,0.271928,,
0.393,0.277422,,
0.393,0.288409,,
0.394,0.293902,,
0.394,0.295733,,
0.394,0.303058,,
0.395,0.312214,,
0.395,0.32137,,
0.396,0.328694,,
0.396,0.334188,,
0.396,0.33785,,
0.397,0.339681,,
0.397,0.341513,,
0.398,0.343344,,
0.398,0.345175,,
0.398,0.345175,,
0.399,0.343344,,
0.399,0.345175,,
0.400,0.345175,,
0.400,0.343344,,
0.400,0.334188,,
0.401,0.323201,,
0.401,0.317707,,
0.402,0.319539,,
0.402,0.32137,,
0.402,0.319539,,
0.403,0.315876,,
0.403,0.317707,,
0.404,0.317707,,
0.404,0.312214,,
0.404,0.304889,,
0.405,0.299396,,
0.405,0.295733,,
0.406,0.295733,,
0.406,0.295733,,
0.406,0.297565,,
0.407,0.295733,,
0.407,0.293902,,
0.408,0.293902,,
0.408,0.295733,,
0.408,0.299396,,
0.409,0.303058,,
0.409,0.30672,,
0.410,0.310383,,
0.410,0.312214,,
0.410,0.314045,,
0.411,0.314045,,
0.411,0.315876,,
0.412,0.319539,,
0.412,0.32137,,
0.412,0.317707,,
0.413,0.314045,,
0.413,0.314045,,
0.414,0.317707,,
0.414,0.317707,,
0.414,0.312214,,
0.415,0.310383,,
0.415,0.310383,,
0.416,0.312214,,
0.416,0.310383,,
0.416,0.30672,,
0.417,0.30672,,
0.417,0.30672,,
0.418,0.308552,,
0.418,0.308552,,
0.418,0.30672,,
0.419,0.303058,,
0.419,0.301227,,
0.420,0.301227,,
0.420,0.299396,,
0.420,0.295733,,
0.421,0.293902,,
0.421,0.292071,,
0.422,0.292071,,
0.422,0.292071,,
0.422,0.288409,,
0.423,0.282915,,
0.423,0.279253,,
0.424,0.281084,,
0.424,0.282915,,
0.424,0.284746,,
0.425,0.29024,,
0.425,0.295733,,
0.426,0.299396,,
0.426,0.301227,,
0.426,0.301227,,
0.427,0.303058,,
0.427,0.301227,,
0.428,0.297565,,
0.428,0.295733,,
0.428,0.299396,,
0.429,0.303058,,
0.429,0.303058,,
0.430,0.301227,,
0.430,0.303058,,
0.430,0.30672,,
0.431,0.30672,,
0.431,0.310383,,
0.432,0.315876,,
0.432,0.319539,,
0.432,0.319539,,
0.433,0.323201,,
0.433,0.328694,,
0.434,0.330526,,
0.434,0.323201,,
0.434,0.317707,,
0.435,0.317707,,
0.435,0.319539,,
0.436,0.315876,,
0.436,0.312214,,
0.436,0.314045,,
0.437,0.317707,,
0.437,0.319539,,
0.438,0.319539,,
0.438,0.315876,,
0.438,0.30672,,
0.439,0.304889,,
0.439,0.304889,,
0.440,0.303058,,
0.440,0.299396,,
0.440,0.293902,,
0.441,0.29024,,
0.441,0.29024,,
0.442,0.292071,,
0.442,0.292071,,
0.442,0.292071,,
0.443,0.293902,,
0.443,0.297565,,
0.444,0.301227,,
0.444,0.301227,,
0.444,0.297565,,
0.445,0.293902,,
0.445,0.293902,,
0.446,0.297565,,
0.446,0.301227,,
0.446,0.304889,,
0.447,0.303058,,
0.447,0.295733,,
0.448,0.292071,,
0.448,0.292071,,
0.448,0.293902,,
0.449,0.301227,,
0.449,0.30672,,
0.450,0.314045,,
0.450,0.317707,,
0.450,0.319539,,
0.451,0.32137,,
0.451,0.323201,,
0.452,0.325032,,
0.452,0.330526,,
0.452,0.33785,,
0.453,0.343344,,
0.453,0.343344,,
0.454,0.343344,,
0.454,0.343344,,
0.454,0.339681,,
0.455,0.336019,,
0.455,0.334188,,
0.456,0.330526,,
0.456,0.325032,,
0.456,0.319539,,
0.457,0.312214,,
0.457,0.30672,,
0.458,0.299396,,
0.458,0.292071,,
0.458,0.284746,,
0.459,0.281084,,
0.459,0.277422,,
0.460,0.271928,,
0.460,0.268266,,
0.460,0.266435,,
0.461,0.266435,,
0.461,0.264604,,
0.462,0.266435,,
0.462,0.270097,,
0.462,0.273759,,
0.463,0.277422,,
0.463,0.279253,,
0.464,0.281084,,
0.464,0.282915,,
0.464,0.286578,,
0.465,0.29024,,
0.465,0.293902,,
0.466,0.297565,,
0.466,0.303058,,
0.466,0.30672,,
0.467,0.30672,,
0.467,0.310383,,
0.468,0.312214,,
0.468,0.312214,,
0.468,0.312214,,
0.469,0.314045,,
0.469,0.315876,,
0.470,0.315876,,
0.470,0.323201,,
0.470,0.332357,,
0.471,0.334188,,
0.471,0.328694,,
0.472,0.323201,,
0.472,0.32137,,
0.472,0.32137,,
0.473,0.32137,,
0.473,0.326863,,
0.474,0.328694,,
0.474,0.328694,,
0.474,0.326863,,
0.475,0.326863,,
0.475,0.326863,,
0.476,0.323201,,
0.476,0.32137,,
0.476,0.319539,,
0.477,0.323201,,
0.477,0.325032,,
0.478,0.323201,,
0.478,0.319539,,
0.478,0.315876,,
0.479,0.312214,,
0.479,0.310383,,
0.480,0.310383,,
0.480,0.310383,,
0.480,0.308552,,
0.481,0.30672,,
0.481,0.30672,,
0.482,0.304889,,
0.482,0.299396,,
0.482,0.293902,,
0.483,0.292071,,
0.483,0.293902,,
0.484,0.293902,,
0.484,0.293902,,
0.484,0.293902,,
0.485,0.295733,,
0.485,0.295733,,
0.486,0.299396,,
0.486,0.304889,,
0.486,0.308552,,
0.487,0.312214,,
0.487,0.312214,,
0.488,0.310383,,
0.488,0.30672,,
0.488,0.303058,,
0.489,0.303058,,
0.489,0.303058,,
0.490,0.299396,,
0.490,0.303058,,
0.490,0.308552,,
0.491,0.310383,,
0.491,0.310383,,
0.492,0.312214,,
0.492,0.315876,,
0.492,0.317707,,
0.493,0.319539,,
0.493,0.32137,,
0.494,0.323201,,
0.494,0.323201,,
0.494,0.32137,,
0.495,0.315876,,
0.495,0.310383,,
0.496,0.308552,,
0.496,0.308552,,
0.496,0.308552,,
0.497,0.299396,,
0.497,0.286578,,
0.498,0.284746,,
0.498,0.288409,,
0.498,0.288409,,
0.499,0.282915,,
0.499,0.277422,,
0.500,0.277422,,
0.500,0.281084,,
0.500,0.281084,,
0.501,0.284746,,
0.501,0.293902,,
0.502,0.301227,,
0.502,0.304889,,
0.502,0.308552,,
0.503,0.314045,,
0.503,0.319539,,
0.504,0.326863,,
0.504,0.326863,,
0.504,0.323201,,
0.505,0.32137,,
0.505,0.32137,,
0.506,0.323201,,
0.506,0.325032,,
